point_idx,video_time_sec,true_time_local,true_time_utc,trip,click_lat,click_lon,confidence_pct,notes,triggers,trigger_labels,custom_trigger,trg_enter_intersection,trg_exit_intersection,trg_begin_stop,trg_finish_stop,trg_blinker_on,trg_lane_change_begin,trg_lane_change_finish,trg_turn_begin_nonint,trg_turn_finish_nonint,location_held,stop_group,wire_yellow,wire_green,signal_state,gps_mean_lat,gps_mean_lon,garmin_lat,garmin_lon,gopro_lat,gopro_lon,redtiger_lat,redtiger_lon,rove_lat,rove_lon
75,737.64,2026-07-13T05:40:17.640000-05:00,2026-07-13T10:40:17.640000+00:00,1,40.82661704332599,-96.69870335608722,60,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,1,right,40.8266441,-96.6987682,40.8266438,-96.6987795,40.8266315,-96.6987356,40.8266683,-96.6988281,40.8266327,-96.6987297
76,740.85,2026-07-13T05:40:20.850000-05:00,2026-07-13T10:40:20.850000+00:00,1,40.82638213286431,-96.69855918735269,45,using line marks as a reference on road,blinker_on,lane change blinker activated,,0,0,0,0,1,0,0,0,0,no,,1,0,left,40.8264587,-96.6986102,40.8264588,-96.6986094,40.8264401,-96.6985877,40.8264771,-96.6986491,40.8264588,-96.6985945
77,743.89,2026-07-13T05:40:23.890000-05:00,2026-07-13T10:40:23.890000+00:00,1,40.82588393422884,-96.69826816767456,40,using line marks  and street light as a reference on road,lane_change_begin,lane change began moving,,0,0,0,0,0,1,0,0,0,no,,0,0,left,40.8261496,-96.6984334,40.8261547,-96.69844,40.8261304,-96.6984123,40.8261597,-96.6984538,40.8261538,-96.6984273
78,747.28,2026-07-13T05:40:27.280000-05:00,2026-07-13T10:40:27.280000+00:00,1,40.825556381238194,-96.69798217713834,40,using line marks  and street light as a reference on road,blinker_on|lane_change_finish,lane change blinker activated|finished lane change,,0,0,0,0,1,0,1,0,0,no,,0,0,off,40.825662,-96.6980804,40.825667,-96.6980805,40.8256459,-96.6980515,40.8256673,-96.698112,40.8256677,-96.6980778
79,750.66,2026-07-13T05:40:30.660000-05:00,2026-07-13T10:40:30.660000+00:00,1,40.82510146300225,-96.69763449579477,40,using line marks  and street light as a reference on road,lane_change_begin,lane change began moving,,0,0,0,0,0,1,0,0,0,no,,0,0,left,40.8252594,-96.6977629,40.8252592,-96.6977627,40.8252438,-96.6977396,40.8252686,-96.6977865,40.825266,-96.6977628
80,754.15,2026-07-13T05:40:34.150000-05:00,2026-07-13T10:40:34.150000+00:00,1,40.82466809980867,-96.69719327241184,40,using line marks  and street light as a reference on road,lane_change_finish,finished lane change,,0,0,0,0,0,0,1,0,0,no,,0,0,off,40.8247333,-96.6972692,40.824734,-96.6972625,40.8247212,-96.6972463,40.8247396,-96.6972982,40.8247385,-96.6972697
81,762.11,2026-07-13T05:40:42.110000-05:00,2026-07-13T10:40:42.110000+00:00,1,40.82370653236888,-96.69620957225564,60,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8237513,-96.6962548,40.8237538,-96.6962501,40.8237407,-96.6962443,40.823759,-96.6962728,40.8237518,-96.696252
82,763.75,2026-07-13T05:40:43.750000-05:00,2026-07-13T10:40:43.750000+00:00,1,40.82351272214196,-96.6959809139371,60,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.823633,-96.696128,40.8236362,-96.6961241,40.823622,-96.696119,40.823641,-96.6961426,40.8236327,-96.6961263
83,790.81,2026-07-13T05:41:10.810000-05:00,2026-07-13T10:41:10.810000+00:00,1,40.82116226053526,-96.69286955147984,65,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.821201,-96.6929125,40.8212131,-96.6929098,40.8211859,-96.6929189,40.8212077,-96.6929199,40.8211972,-96.6929013
84,794.45,2026-07-13T05:41:14.450000-05:00,2026-07-13T10:41:14.450000+00:00,1,40.82081570315031,-96.69261004775763,65,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8209334,-96.6926935,40.8209406,-96.6926861,40.8209093,-96.6927031,40.8209513,-96.6926921,40.8209325,-96.6926928
85,838.77,2026-07-13T05:41:58.770000-05:00,2026-07-13T10:41:58.770000+00:00,1,40.81596481376105,-96.69405844062567,75,,begin_stop,began stopping,,0,0,1,0,0,0,0,0,0,no,11,1,1,brake,40.8159643,-96.6941038,40.8159532,-96.6941454,40.8159728,-96.6940736,40.8159546,-96.6941081,40.8159765,-96.694088
86,846.81,2026-07-13T05:42:06.810000-05:00,2026-07-13T10:42:06.810000+00:00,1,40.81596481376105,-96.69405844062567,75,,finish_stop,finished stop,,0,0,0,1,0,0,0,0,0,yes,11,0,0,off,40.8159694,-96.6941039,40.8159712,-96.6941418,40.8159715,-96.6940768,40.8159587,-96.6941081,40.8159763,-96.694089
87,849.53,2026-07-13T05:42:09.530000-05:00,2026-07-13T10:42:09.530000+00:00,1,40.815903889843646,-96.6940611228347,75,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8159127,-96.6940977,40.8159128,-96.6941349,40.8159013,-96.6940801,40.8159098,-96.6940918,40.8159267,-96.694084
88,852.23,2026-07-13T05:42:12.230000-05:00,2026-07-13T10:42:12.230000+00:00,1,40.81569484225457,-96.6940510645509,75,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8157232,-96.6940918,40.8157233,-96.6941218,40.8157101,-96.6940856,40.8157186,-96.6940755,40.815741,-96.6940843
89,860.79,2026-07-13T05:42:20.790000-05:00,2026-07-13T10:42:20.790000+00:00,1,40.81480776940944,-96.69405978173019,75,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8148839,-96.6940967,40.8148834,-96.6941118,40.8148629,-96.694092,40.8148926,-96.6940918,40.8148968,-96.694091
90,862.35,2026-07-13T05:42:22.350000-05:00,2026-07-13T10:42:22.350000+00:00,1,40.814595625072435,-96.69406447559597,75,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.814635,-96.6940953,40.8146339,-96.6941118,40.8146166,-96.6940982,40.8146403,-96.6940755,40.8146492,-96.6940955
91,873.16,2026-07-13T05:42:33.160000-05:00,2026-07-13T10:42:33.160000+00:00,1,40.81380340949535,-96.69406782835723,75,,begin_stop,began stopping,,0,0,1,0,0,0,0,0,0,no,12,1,1,brake,40.8138013,-96.6941061,40.8138098,-96.6941227,40.8138048,-96.6941037,40.813798,-96.6940918,40.8137925,-96.694106
92,884.37,2026-07-13T05:42:44.370000-05:00,2026-07-13T10:42:44.370000+00:00,1,40.81380340949535,-96.69406782835723,75,,finish_stop,finished stop,,0,0,0,1,0,0,0,0,0,yes,12,0,0,off,40.8138057,-96.6941048,40.8138194,-96.6941176,40.8138098,-96.6941056,40.813798,-96.6940918,40.8137955,-96.6941042
93,887.03,2026-07-13T05:42:47.030000-05:00,2026-07-13T10:42:47.030000+00:00,1,40.81375012429743,-96.69406715780497,75,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8137545,-96.694102,40.8137706,-96.6941096,40.8137408,-96.6941061,40.8137533,-96.6940918,40.8137532,-96.6941003
94,891.45,2026-07-13T05:42:51.450000-05:00,2026-07-13T10:42:51.450000+00:00,1,40.81339896049577,-96.69406447559597,75,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8134826,-96.6941011,40.8134913,-96.6941068,40.8134659,-96.6941103,40.8134888,-96.6940918,40.8134842,-96.6940953
95,899.41,2026-07-13T05:42:59.410000-05:00,2026-07-13T10:42:59.410000+00:00,1,40.812598097998944,-96.69407185167076,75,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8126257,-96.6941033,40.8126304,-96.694108,40.8126082,-96.6941191,40.8126343,-96.6940918,40.8126297,-96.6940942
96,900.82,2026-07-13T05:43:00.820000-05:00,2026-07-13T10:43:00.820000+00:00,1,40.812365696249955,-96.69407654553653,75,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8125035,-96.6941045,40.812507,-96.6941088,40.8124866,-96.6941211,40.8125122,-96.6940918,40.812508,-96.6940962
97,919.72,2026-07-13T05:43:19.720000-05:00,2026-07-13T10:43:19.720000+00:00,1,40.81037109730472,-96.69408861547709,75,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8103978,-96.6941207,40.8104171,-96.694121,40.810395,-96.6941384,40.8103882,-96.6941243,40.8103908,-96.6940992
98,922.74,2026-07-13T05:43:22.740000-05:00,2026-07-13T10:43:22.740000+00:00,1,40.81012091879614,-96.6940872743726,75,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8101938,-96.6941171,40.8102091,-96.6941193,40.8101827,-96.6941399,40.8101888,-96.6941081,40.8101945,-96.6941012
99,936.35,2026-07-13T05:43:36.350000-05:00,2026-07-13T10:43:36.350000+00:00,1,40.80929362292238,-96.69407788664103,75,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,left,40.8093041,-96.694115,40.8093264,-96.6941202,40.809292,-96.6941206,40.8092936,-96.6941243,40.8093045,-96.6940948
100,940.03,2026-07-13T05:43:40.030000-05:00,2026-07-13T10:43:40.030000+00:00,1,40.80918551214306,-96.69382106512788,65,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,1,0,left,40.809178,-96.6939089,40.8091824,-96.6939071,40.809172,-96.6938909,40.8091675,-96.6939453,40.80919,-96.6938923
101,954.72,2026-07-13T05:43:54.720000-05:00,2026-07-13T10:43:54.720000+00:00,1,40.80918145599564,-96.6917470470071,69,,blinker_on,lane change blinker activated,,0,0,0,0,1,0,0,0,0,no,,0,1,left,40.8091865,-96.6919243,40.8091815,-96.6919223,40.8091771,-96.6919289,40.8092,-96.6919108,40.8091875,-96.6919353
102,956.17,2026-07-13T05:43:56.170000-05:00,2026-07-13T10:43:56.170000+00:00,1,40.80918145737183,-96.69151637703182,69,,lane_change_begin,lane change began moving,,0,0,0,0,0,1,0,0,0,no,,0,1,left,40.8091909,-96.6916332,40.8091829,-96.691627,40.8091814,-96.691643,40.8092082,-96.6916178,40.809191,-96.6916448
103,960.01,2026-07-13T05:44:00.010000-05:00,2026-07-13T10:44:00.010000+00:00,1,40.80921495223345,-96.69109862297775,65,,lane_change_finish,finished lane change,,0,0,0,0,0,0,1,0,0,no,,1,1,left,40.8092174,-96.6911417,40.8092137,-96.6911404,40.8092097,-96.6911575,40.8092285,-96.6911133,40.8092177,-96.6911557
104,965.54,2026-07-13T05:44:05.540000-05:00,2026-07-13T10:44:05.540000+00:00,1,40.809213430318714,-96.69074188917877,75,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,1,0,left,40.8092173,-96.6908197,40.8092124,-96.6908264,40.8092149,-96.6908482,40.8092244,-96.6907715,40.8092173,-96.6908327
105,967.88,2026-07-13T05:44:07.880000-05:00,2026-07-13T10:44:07.880000+00:00,1,40.80923169845372,-96.69064801186323,75,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,1,0,left,40.8092269,-96.6907524,40.8092175,-96.6907595,40.8092292,-96.6907671,40.8092326,-96.6907227,40.8092283,-96.6907605
106,982.74,2026-07-13T05:44:22.740000-05:00,2026-07-13T10:44:22.740000+00:00,1,40.81001126476112,-96.69061783701184,75,,begin_stop,began stopping,,0,0,1,0,0,0,0,0,0,no,13,1,1,brake,40.8100015,-96.6906455,40.8099995,-96.6906315,40.8099993,-96.6906431,40.810026,-96.6906576,40.8099812,-96.6906498
107,1021.13,2026-07-13T05:45:01.130000-05:00,2026-07-13T10:45:01.130000+00:00,1,40.81001126476112,-96.69061783701184,75,,finish_stop,finished stop,,0,0,0,1,0,0,0,0,0,yes,13,0,0,off,40.8100015,-96.6906447,40.8099889,-96.6906318,40.8100021,-96.6906554,40.8100301,-96.6906413,40.809985,-96.6906503
108,1023.75,2026-07-13T05:45:03.750000-05:00,2026-07-13T10:45:03.750000+00:00,1,40.8100802772034,-96.69061917811634,75,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8100374,-96.6906448,40.8100298,-96.6906353,40.8100513,-96.6906543,40.8100545,-96.6906413,40.8100138,-96.6906482
109,1026.55,2026-07-13T05:45:06.550000-05:00,2026-07-13T10:45:06.550000+00:00,1,40.810261967895656,-96.69061448425055,75,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8102074,-96.6906466,40.810204,-96.6906338,40.810221,-96.6906499,40.8102254,-96.6906576,40.8101792,-96.690645
110,1037.80,2026-07-13T05:45:17.800000-05:00,2026-07-13T10:45:17.800000+00:00,1,40.81119783782149,-96.69060576707126,75,,turn_begin_nonint,start turn that is not at an intersection,,0,0,0,0,0,0,0,1,0,no,,1,0,right,40.8111373,-96.6906588,40.8111482,-96.6906388,40.8111372,-96.6906567,40.8111572,-96.6906901,40.8111067,-96.6906495
111,1041.22,2026-07-13T05:45:21.220000-05:00,2026-07-13T10:45:21.220000+00:00,1,40.81126583640079,-96.69051926583053,75,,turn_begin_nonint|turn_finish_nonint,start turn that is not at an intersection|finish turn that is not an intersection,,0,0,0,0,0,0,0,1,1,no,,1,0,right,40.8112841,-96.6905726,40.8112954,-96.6905612,40.8112728,-96.6905549,40.8113118,-96.6906087,40.8112563,-96.6905655
112,1046.06,2026-07-13T05:45:26.060000-05:00,2026-07-13T10:45:26.060000+00:00,1,40.811201910703716,-96.69043678790331,75,,turn_finish_nonint,finish turn that is not an intersection,,0,0,0,0,0,0,0,0,1,no,,0,0,off,40.8111789,-96.6904423,40.8111762,-96.6904214,40.8111693,-96.6904421,40.8112142,-96.6904622,40.8111557,-96.6904437
113,1051.07,2026-07-13T05:45:31.070000-05:00,2026-07-13T10:45:31.070000+00:00,1,40.81096796533171,-96.69043075293304,60,,turn_begin_nonint,start turn that is not at an intersection,,0,0,0,0,0,0,0,1,0,no,,1,0,left,40.8110081,-96.6904459,40.8110058,-96.6904361,40.811003,-96.6904446,40.8110352,-96.6904622,40.8109883,-96.6904408
114,1057.07,2026-07-13T05:45:37.070000-05:00,2026-07-13T10:45:37.070000+00:00,1,40.81086849013704,-96.6901182755828,40,,turn_finish_nonint,finish turn that is not an intersection,,0,0,0,0,0,0,0,0,1,no,,0,1,left,40.8108742,-96.6902336,40.8108678,-96.6902208,40.8108781,-96.6902285,40.8108968,-96.6902507,40.810854,-96.6902343
115,1058.43,2026-07-13T05:45:38.430000-05:00,2026-07-13T10:45:38.430000+00:00,1,40.81086239076021,-96.69003512710336,60,,turn_begin_nonint,start turn that is not at an intersection,,0,0,0,0,0,0,0,1,0,no,,0,1,right,40.8108723,-96.6901763,40.8108692,-96.6901648,40.8108758,-96.6901751,40.8108927,-96.6901855,40.8108513,-96.6901798
116,1066.81,2026-07-13T05:45:46.810000-05:00,2026-07-13T10:45:46.810000+00:00,1,40.81062793942002,-96.68990436941385,60,,turn_finish_nonint,finish turn that is not an intersection,,0,0,0,0,0,0,0,0,1,no,,0,0,off,40.810709,-96.6899045,40.8107105,-96.6898934,40.8107048,-96.6899082,40.8107218,-96.6899089,40.810699,-96.6899073
117,1075.28,2026-07-13T05:45:55.280000-05:00,2026-07-13T10:45:55.280000+00:00,1,40.81028685921264,-96.68990034610034,55,,turn_begin_nonint,start turn that is not at an intersection,,0,0,0,0,0,0,0,1,0,no,,0,0,left,40.8102984,-96.6899186,40.8102987,-96.6899149,40.8102997,-96.68992,40.8103027,-96.6899251,40.8102927,-96.6899143
118,1080.63,2026-07-13T05:46:00.630000-05:00,2026-07-13T10:46:00.630000+00:00,1,40.810207168799124,-96.68967235833408,45,,turn_finish_nonint,finish turn that is not an intersection,,0,0,0,0,0,0,0,0,1,no,,0,0,off,40.8101927,-96.6897663,40.8101874,-96.6897635,40.8102034,-96.6897543,40.8101929,-96.6897786,40.8101872,-96.6897688
119,1085.33,2026-07-13T05:46:05.330000-05:00,2026-07-13T10:46:05.330000+00:00,1,40.810207168799124,-96.68967235833408,45,,begin_stop|turn_begin_nonint,began stopping|start turn that is not at an intersection,,0,0,1,0,0,0,0,1,0,no,14,0,0,left,40.8102026,-96.6895649,40.8101989,-96.6895608,40.8102077,-96.6895733,40.8102091,-96.6895508,40.8101948,-96.6895747
120,1086.37,2026-07-13T05:46:06.370000-05:00,2026-07-13T10:46:06.370000+00:00,1,40.810207168799124,-96.68967235833408,45,,finish_stop,finished stop,,0,0,0,1,0,0,0,0,0,yes,14,1,0,left,40.810205,-96.6895515,40.8101994,-96.6895521,40.8102092,-96.6895596,40.8102132,-96.6895345,40.8101982,-96.6895598
121,1091.06,2026-07-13T05:46:11.060000-05:00,2026-07-13T10:46:11.060000+00:00,1,40.810319838077376,-96.68942559510472,45,,turn_finish_nonint,finish turn that is not an intersection,,0,0,0,0,0,0,0,0,1,no,,0,0,off,40.8103006,-96.6894591,40.8102925,-96.6894579,40.8103123,-96.6894581,40.8102987,-96.6894531,40.8102987,-96.6894673
122,1108.03,2026-07-13T05:46:28.030000-05:00,2026-07-13T10:46:28.030000+00:00,2,40.81115371030848,-96.68940078467132,95,starting point stop area,begin_stop,began stopping,,0,0,1,0,0,0,0,0,0,no,15,1,1,brake,40.811172,-96.689437,40.8111721,-96.6894315,40.8111627,-96.689429,40.8111979,-96.6894531,40.8111555,-96.6894342
123,1328.54,2026-07-13T05:50:08.540000-05:00,2026-07-13T10:50:08.540000+00:00,2,40.81115371030848,-96.68940078467132,95,starting point stop area,finish_stop|turn_begin_nonint,finished stop|start turn that is not at an intersection,,0,0,0,1,0,0,0,1,0,yes,15,0,0,left,40.8111656,-96.689444,40.8111597,-96.6894316,40.8111651,-96.6894591,40.8111816,-96.6894531,40.8111562,-96.6894322
124,1337.03,2026-07-13T05:50:17.026264-05:00,2026-07-13T10:50:17.026264+00:00,2,40.81128819628601,-96.68956372886898,75,,turn_finish_nonint,finish turn that is not an intersection,,0,0,0,0,0,0,0,0,1,no,,0,0,off,40.8112875,-96.6895725,40.8112991,-96.6895467,40.8112809,-96.6896027,40.8112956,-96.6895833,40.8112743,-96.6895575
125,1357.74,2026-07-13T05:50:37.744656-05:00,2026-07-13T10:50:37.744656+00:00,2,40.811296322256716,-96.69050451368095,80,,begin_stop,began stopping,,0,0,1,0,0,0,0,0,0,no,16,0,1,right,40.8113008,-96.6905266,40.8113195,-96.6905175,40.8112951,-96.6905172,40.8113037,-96.6905273,40.811285,-96.6905445
126,1359.54,2026-07-13T05:50:39.544927-05:00,2026-07-13T10:50:39.544927+00:00,2,40.81129503278967,-96.69049613177778,80,,begin_stop,began stopping,,0,0,1,0,0,0,0,0,0,no,33,1,0,right,40.8113007,-96.6905256,40.8113195,-96.6905055,40.8112953,-96.6905228,40.8113037,-96.6905273,40.8112843,-96.6905468
127,1361.01,2026-07-13T05:50:41.008562-05:00,2026-07-13T10:50:41.008562+00:00,2,40.81129503278967,-96.69049613177778,80,,finish_stop,finished stop,,0,0,0,1,0,0,0,0,0,yes,33,1,1,right,40.811302,-96.6905553,40.8113198,-96.6905424,40.811296,-96.6905511,40.8113078,-96.6905599,40.8112845,-96.6905678
128,1361.86,2026-07-13T05:50:41.855978-05:00,2026-07-13T10:50:41.855978+00:00,2,40.811301899625654,-96.69055949896575,80,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,1,1,right,40.811302,-96.6905553,40.8113198,-96.6905424,40.811296,-96.6905511,40.8113078,-96.6905599,40.8112845,-96.6905678
129,1364.72,2026-07-13T05:50:44.723357-05:00,2026-07-13T10:50:44.723357+00:00,2,40.81130213581,-96.69056519865993,75,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,1,right,40.8113057,-96.6905846,40.8113237,-96.6905706,40.8113021,-96.6905817,40.8113078,-96.6905924,40.8112892,-96.6905937
130,1366.67,2026-07-13T05:50:46.668134-05:00,2026-07-13T10:50:46.668134+00:00,2,40.811345785809934,-96.6906087845564,75,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,1,right,40.8113246,-96.6906306,40.8113403,-96.6906175,40.8113296,-96.690631,40.8113241,-96.6906413,40.8113042,-96.6906327
131,1385.92,2026-07-13T05:51:05.923785-05:00,2026-07-13T10:51:05.923785+00:00,2,40.81232426962311,-96.69061347842216,75,,begin_stop,began stopping,,0,0,1,0,0,0,0,0,0,yes,34,0,1,left,40.8122926,-96.6906523,40.8122958,-96.6906294,40.8123086,-96.6906508,40.8123047,-96.6907064,40.8122612,-96.6906225
132,1387.69,2026-07-13T05:51:07.693343-05:00,2026-07-13T10:51:07.693343+00:00,2,40.81232426962311,-96.69061347842216,75,,finish_stop,finished stop,,0,0,0,1,0,0,0,0,0,yes,34,0,0,left,40.8122934,-96.6906503,40.812294,-96.6906275,40.8123088,-96.690649,40.8123047,-96.6907064,40.812266,-96.6906185
133,1391.19,2026-07-13T05:51:11.191299-05:00,2026-07-13T10:51:11.191299+00:00,2,40.81237680763106,-96.69062320142987,75,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,left,40.8123564,-96.6906549,40.8123806,-96.6906364,40.8123711,-96.6906549,40.8123494,-96.6907064,40.8123247,-96.690622
134,1394.42,2026-07-13T05:51:14.421834-05:00,2026-07-13T10:51:14.421834+00:00,2,40.81250317339239,-96.69073183089496,70,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,1,0,left,40.8124699,-96.6907179,40.8124996,-96.6907072,40.8124772,-96.6907342,40.8124674,-96.6907227,40.8124353,-96.6907075
135,1425.21,2026-07-13T05:51:45.209908-05:00,2026-07-13T10:51:45.209908+00:00,2,40.812537696904506,-96.69366415590049,75,,begin_stop,began stopping,,0,0,1,0,0,0,0,0,0,no,18,1,1,brake,40.8125426,-96.6936906,40.8125458,-96.6937099,40.8125509,-96.6936745,40.8125448,-96.6936849,40.8125287,-96.6936932
136,1489.01,2026-07-13T05:52:49.008330-05:00,2026-07-13T10:52:49.008330+00:00,2,40.812537696904506,-96.69366415590049,75,,finish_stop,finished stop,,0,0,0,1,0,0,0,0,0,yes,18,0,0,off,40.8125377,-96.6936898,40.8125456,-96.6937015,40.8125367,-96.6936802,40.8125366,-96.6936849,40.8125317,-96.6936928
137,1492.36,2026-07-13T05:52:52.356541-05:00,2026-07-13T10:52:52.356541+00:00,2,40.81254175491097,-96.693758033216,75,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8125408,-96.6937728,40.8125612,-96.6937813,40.8125374,-96.6937692,40.8125366,-96.6937663,40.8125282,-96.6937745
138,1497.10,2026-07-13T05:52:57.096612-05:00,2026-07-13T10:52:57.096612+00:00,2,40.812519936844666,-96.6941784694791,75,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8125327,-96.6941593,40.8125472,-96.6941762,40.8125277,-96.6941576,40.8125326,-96.6941406,40.8125233,-96.6941627
139,1505.79,2026-07-13T05:53:05.789782-05:00,2026-07-13T10:53:05.789782+00:00,2,40.812487457637744,-96.69520039111377,75,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8125046,-96.695093,40.8125152,-96.6951085,40.8124999,-96.6950858,40.8125041,-96.6950846,40.8124992,-96.6950933
140,1507.45,2026-07-13T05:53:07.451079-05:00,2026-07-13T10:53:07.451079+00:00,2,40.812487456777646,-96.69542636722329,75,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.812502,-96.6953547,40.8125125,-96.6953678,40.8124988,-96.6953487,40.8125,-96.6953451,40.8124968,-96.6953572
141,1522.14,2026-07-13T05:53:22.144897-05:00,2026-07-13T10:53:22.144897+00:00,2,40.812495575892804,-96.69655155390502,80,,begin_stop,began stopping,,0,0,1,0,0,0,0,0,0,no,19,1,1,brake,40.8125073,-96.6965868,40.8125069,-96.6966068,40.8125076,-96.6965671,40.8125081,-96.696582,40.8125067,-96.6965913
142,1566.50,2026-07-13T05:54:06.499403-05:00,2026-07-13T10:54:06.499403+00:00,2,40.812495575892804,-96.69655155390502,80,,finish_stop,finished stop,,0,0,0,1,0,0,0,0,0,yes,19,0,0,off,40.812513,-96.6965912,40.8125066,-96.6965935,40.8125369,-96.6965643,40.8125,-96.6966146,40.8125087,-96.6965925
143,1569.32,2026-07-13T05:54:09.317616-05:00,2026-07-13T10:54:09.317616+00:00,2,40.812497606445504,-96.69664677232505,80,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8125107,-96.6966507,40.8125054,-96.6966714,40.8125373,-96.6966359,40.8125,-96.6966634,40.8125,-96.696632
144,1572.37,2026-07-13T05:54:12.366721-05:00,2026-07-13T10:54:12.366721+00:00,2,40.81249506975977,-96.69687945395708,80,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8125109,-96.6968436,40.8125058,-96.6968726,40.8125372,-96.6968341,40.8125041,-96.6968424,40.8124967,-96.6968252
145,1588.15,2026-07-13T05:54:28.152018-05:00,2026-07-13T10:54:28.152018+00:00,2,40.81250319059416,-96.69800061732532,80,,begin_stop,began stopping,,0,0,1,0,0,0,0,0,0,no,20,1,1,brake,40.8125208,-96.6980316,40.8125257,-96.6980412,40.8125271,-96.6980094,40.8125203,-96.6980469,40.81251,-96.6980288
146,1604.49,2026-07-13T05:54:44.490006-05:00,2026-07-13T10:54:44.490006+00:00,2,40.81250319059416,-96.69800061732532,80,,finish_stop,finished stop,,0,0,0,1,0,0,0,0,0,yes,20,0,0,off,40.8125261,-96.6980405,40.8125257,-96.6980357,40.8125245,-96.6980202,40.8125448,-96.6980794,40.8125093,-96.6980268
147,1607.13,2026-07-13T05:54:47.125713-05:00,2026-07-13T10:54:47.125713+00:00,2,40.81250369999546,-96.69808913022281,80,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8125272,-96.6980956,40.812536,-96.6980954,40.8125269,-96.6980953,40.8125407,-96.698112,40.8125053,-96.6980798
148,1610.57,2026-07-13T05:54:50.567073-05:00,2026-07-13T10:54:50.567073+00:00,2,40.812497103064786,-96.69832382351161,75,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8125223,-96.698288,40.8125313,-96.6982787,40.8125268,-96.6982927,40.8125326,-96.6983073,40.8124983,-96.6982732
149,1630.20,2026-07-13T05:55:10.203680-05:00,2026-07-13T10:55:10.203680+00:00,2,40.81250014399124,-96.69958647340538,75,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8125132,-96.6996152,40.8125204,-96.6996001,40.8125228,-96.6996124,40.8125122,-96.6996582,40.8124973,-96.6995903
